Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,BMI_Calc,Weekly_Calories,Monthly_Calories,Monthly_Fat_Loss_kg,Current_Fat_kg,Target_Fat_kg,Fat_kg_To_Lose,Months_To_Target
33,Female,68.2,1.75,177,150,71,0.85,638,Strength,29.0,1.7,2,1,22.27,22.26938775510204,1276,5104,0.6628571428571428,19.778,10.23,9.547999999999998,14.404310344827584
30,Male,91.4,1.99,171,152,60,1.37,1145,HIIT,23.0,3.7,3,2,23.08,23.080225246837202,3435,13740,1.7844155844155845,21.022000000000002,13.71,7.312000000000001,4.097700145560408
59,Female,42.1,1.65,172,132,59,1.22,725,Strength,33.0,2.2,2,1,15.46,15.46372819100092,1450,5800,0.7532467532467533,13.893,6.315,7.578,10.060448275862068
47,Female,68.7,1.76,161,137,66,1.37,845,Strength,27.7,2.4,3,2,22.18,22.178460743801654,2535,10140,1.316883116883117,19.029899999999998,10.305,8.724899999999998,6.625417159763312
36,Female,47.2,1.74,196,160,53,1.5,1200,Cardio,32.2,1.6,4,2,15.59,15.589906196327124,4800,19200,2.4935064935064934,15.198400000000001,7.08,8.118400000000001,3.255816666666667
34,Male,92.0,1.76,175,143,73,0.73,574,Yoga,22.1,3.5,3,1,29.7,29.700413223140497,1722,6888,0.8945454545454545,20.332,13.799999999999999,6.532000000000002,7.302032520325206
45,Male,58.4,1.72,194,150,65,1.31,973,HIIT,23.4,3.1,4,2,19.74,19.740400216333153,3892,15568,2.021818181818182,13.6656,8.76,4.9056,2.4263309352517983
54,Female,66.9,1.74,195,129,62,1.24,720,HIIT,29.5,2.1,2,1,22.1,22.09671026555688,1440,5760,0.7480519480519481,19.735500000000002,10.035,9.700500000000002,12.967682291666668
43,Male,66.3,1.85,170,121,58,1.18,707,Cardio,27.5,3.2,2,1,19.37,19.3718042366691,1414,5656,0.7345454545454545,18.2325,9.944999999999999,8.287500000000003,11.282487623762382
40,Male,93.6,1.93,188,157,60,1.38,1192,Cardio,22.1,2.0,3,1,25.13,25.1281913608419,3576,14304,1.8576623376623376,20.685599999999997,14.04,6.645599999999998,3.5773993288590598
18,Female,62.0,1.59,190,162,50,1.23,996,Strength,33.2,2.2,4,2,24.52,24.524346347059055,3984,15936,2.0696103896103897,20.584,9.299999999999999,11.284,5.452233935742972
51,Female,64.9,1.6,169,125,55,1.49,838,Yoga,31.1,2.5,4,2,25.35,25.351562499999996,3352,13408,1.7412987012987013,20.1839,9.735000000000001,10.4489,6.000636187350835
49,Female,69.3,1.62,191,122,62,1.14,626,HIIT,28.8,1.9,4,2,26.41,26.40603566529492,2504,10016,1.3007792207792208,19.9584,10.395,9.563400000000001,7.352054712460065
57,Female,51.4,1.63,183,134,73,1.2,724,Yoga,33.7,2.0,4,2,19.35,19.345854190974446,2896,11584,1.5044155844155844,17.3218,7.709999999999999,9.6118,6.389059046961326
18,Female,67.4,1.6,182,164,71,0.6,492,Strength,33.5,2.4,3,1,26.33,26.328124999999996,1476,5904,0.7667532467532467,22.579000000000004,10.110000000000001,12.469000000000003,16.262076558265587
56,Male,125.3,1.86,197,129,64,1.0,639,Yoga,22.7,2.2,3,2,36.22,36.21805989131691,1917,7668,0.9958441558441559,28.443099999999998,18.794999999999998,9.6481,9.688363328116848
22,Male,102.1,1.85,190,157,67,1.48,1278,Cardio,28.1,2.4,4,2,29.83,29.831994156318476,5112,20448,2.6555844155844155,28.6901,15.314999999999998,13.375100000000003,5.03659379890454
39,Male,61.9,1.77,199,166,69,1.32,1205,Strength,25.3,2.3,3,1,19.76,19.758051645440325,3615,14460,1.877922077922078,15.6607,9.285,6.3757,3.395082295988935
46,Male,108.8,1.64,185,169,63,1.4,1171,Strength,20.5,3.4,3,1,40.45,40.452111838191556,3513,14052,1.8249350649350649,22.304,16.32,5.983999999999998,3.279020779960147
20,Female,51.1,1.58,188,169,64,0.5,422,Yoga,29.6,1.6,2,1,20.47,20.469476045505527,844,3376,0.43844155844155847,15.125600000000002,7.665,7.460600000000002,17.01617890995261
29,Male,81.7,1.99,162,126,54,1.45,1005,Strength,29.4,3.2,2,1,20.63,20.63079215171334,2010,8040,1.044155844155844,24.0198,12.255,11.7648,11.267283582089552
43,Female,42.7,1.66,173,134,53,0.73,440,Yoga,33.9,1.9,2,1,15.5,15.49571781100305,880,3520,0.45714285714285713,14.475299999999999,6.405,8.0703,17.653781249999998
54,Male,54.6,1.76,160,137,56,1.28,868,Cardio,27.4,3.3,4,2,17.63,17.62654958677686,3472,13888,1.8036363636363637,14.960399999999998,8.19,6.770399999999999,3.7537499999999993
39,Male,107.7,1.88,162,160,59,0.72,634,Strength,28.1,3.6,2,1,30.47,30.471933001358085,1268,5072,0.6587012987012987,30.263700000000004,16.155,14.108700000000002,21.41896490536278
46,Female,56.9,1.6,185,143,65,0.88,566,Cardio,27.7,1.6,3,1,22.23,22.226562499999996,1698,6792,0.8820779220779221,15.761299999999999,8.535,7.226299999999998,8.192360129564191
31,Male,78.8,1.71,177,121,59,1.49,992,HIIT,24.7,2.5,4,2,26.95,26.9484627748709,3968,15872,2.061298701298701,19.4636,11.819999999999999,7.643600000000001,3.7081476814516137
45,Female,48.2,1.64,168,159,67,1.25,894,Strength,32.1,2.5,4,2,17.92,17.920880428316483,3576,14304,1.8576623376623376,15.4722,7.23,8.2422,4.436866610738256
22,Female,50.7,1.59,197,139,66,1.27,883,Strength,29.4,1.8,3,2,20.05,20.054586448320872,2649,10596,1.376103896103896,14.9058,7.605,7.300799999999999,5.305413363533408
22,Male,96.3,1.63,180,162,62,1.35,1203,Cardio,27.1,2.4,4,2,36.25,36.245248221611654,4812,19248,2.4997402597402596,26.0973,14.444999999999999,11.652300000000002,4.661404301745637
43,Male,95.9,1.85,186,157,64,1.28,995,Yoga,27.7,3.4,2,1,28.02,28.02045288531775,1990,7960,1.0337662337662337,26.5643,14.385,12.1793,11.781483668341709
53,Male,105.1,1.84,176,130,62,0.69,444,Cardio,23.3,2.9,3,1,31.04,31.043241965973532,1332,5328,0.691948051948052,24.4883,15.764999999999999,8.7233,12.606871246246246
27,Female,69.5,1.76,171,121,66,0.94,569,Strength,34.4,2.0,3,1,22.44,22.43672520661157,1707,6828,0.8867532467532467,23.907999999999998,10.424999999999999,13.482999999999999,15.20490626830697
22,Male,62.2,1.84,161,140,65,0.51,393,Strength,21.5,2.3,3,1,18.37,18.37192816635161,1179,4716,0.6124675324675325,13.373000000000001,9.33,4.043000000000001,6.601166242578458
53,Female,68.0,1.7,181,139,57,1.06,663,HIIT,25.1,2.4,4,2,23.53,23.529411764705884,2652,10608,1.3776623376623376,17.068,10.2,6.868000000000002,4.985256410256412
51,Female,56.3,1.5,182,142,66,1.43,914,Cardio,27.4,2.4,3,1,25.02,25.022222222222222,2742,10968,1.4244155844155844,15.426199999999998,8.444999999999999,6.981199999999999,4.901097738876732
48,Male,94.5,1.7,189,140,64,1.01,700,Cardio,28.2,3.5,3,2,32.7,32.69896193771627,2100,8400,1.0909090909090908,26.648999999999997,14.174999999999999,12.473999999999998,11.4345
27,Female,58.0,1.79,164,143,73,1.39,994,Cardio,27.1,1.5,2,1,18.1,18.101807059704754,1988,7952,1.0327272727272727,15.718000000000002,8.7,7.0180000000000025,6.7955985915492985
49,Male,61.0,1.87,180,131,61,1.14,739,Strength,21.3,3.0,4,2,17.44,17.444021847922443,2956,11824,1.5355844155844156,12.993,9.15,3.843,2.502630243572395
41,Male,67.0,1.77,161,149,50,1.22,900,HIIT,25.6,2.6,3,2,21.39,21.38593635289987,2700,10800,1.4025974025974026,17.152,10.049999999999999,7.102000000000002,5.063462962962964
33,Male,106.5,1.6,183,152,74,1.4,1170,Strength,27.3,3.3,4,2,41.6,41.60156249999999,4680,18720,2.431168831168831,29.0745,15.975,13.0995,5.388149038461539
19,Male,95.1,1.85,190,143,50,1.21,952,Yoga,25.3,2.3,4,2,27.79,27.78670562454346,3808,15232,1.9781818181818183,24.060299999999998,14.264999999999999,9.7953,4.951668198529411
49,Male,105.7,1.64,198,155,59,1.2,921,Cardio,29.5,3.1,3,2,39.3,39.29952409280191,2763,11052,1.4353246753246753,31.1815,15.855,15.3265,10.678071842200506
44,Female,48.0,1.76,189,124,52,0.88,491,Yoga,28.6,2.6,2,1,15.5,15.495867768595042,982,3928,0.5101298701298701,13.728000000000002,7.199999999999999,6.528000000000002,12.796741344195524
41,Male,66.1,1.69,187,143,68,0.77,545,Yoga,27.4,3.4,2,1,23.14,23.143447358285776,1090,4360,0.5662337662337662,18.111399999999996,9.915,8.196399999999997,14.475293577981647
29,Male,68.0,1.7,190,150,60,0.76,627,HIIT,28.9,2.9,2,1,23.53,23.529411764705884,1254,5016,0.6514285714285715,19.651999999999997,10.2,9.451999999999998,14.509649122807014
52,Male,50.3,1.78,170,132,67,0.85,555,HIIT,24.5,2.3,2,1,15.88,15.87552076757985,1110,4440,0.5766233766233766,12.3235,7.544999999999999,4.7785,8.287038288288288
50,Female,69.3,1.68,182,135,51,1.2,729,HIIT,30.3,2.0,2,1,24.55,24.55357142857143,1458,5832,0.7574025974025974,20.997899999999998,10.395,10.602899999999998,13.999027777777775
54,Male,125.9,1.94,199,132,73,1.35,882,Strength,28.5,2.9,3,2,33.45,33.45201402912106,2646,10584,1.3745454545454545,35.881499999999996,18.885,16.996499999999994,12.365178571428567
20,Male,124.3,1.82,194,145,63,1.25,997,Cardio,22.4,3.2,3,2,37.53,37.52566115203477,2991,11964,1.5537662337662337,27.843199999999996,18.645,9.198199999999996,5.919938147776661
18,Male,62.0,1.85,161,121,53,0.88,586,Strength,23.7,3.0,3,1,18.12,18.115412710007302,1758,7032,0.9132467532467532,14.693999999999999,9.299999999999999,5.394,5.9063993174061435
50,Female,69.7,1.72,198,135,66,1.24,753,Strength,27.3,2.0,4,2,23.56,23.56003244997296,3012,12048,1.5646753246753247,19.028100000000002,10.455,8.573100000000002,5.479155876494025
57,Female,60.9,1.52,196,157,66,1.31,926,Strength,30.6,1.8,3,2,26.36,26.359072022160664,2778,11112,1.443116883116883,18.6354,9.135,9.5004,6.583250539956804
27,Male,76.5,1.97,180,165,61,1.13,1025,Strength,21.3,2.3,2,1,19.71,19.711922492205417,2050,8200,1.0649350649350648,16.2945,11.475,4.8195,4.525628048780488
46,Male,94.7,1.82,164,120,69,1.47,873,Cardio,23.2,3.2,3,2,28.59,28.58954232580606,2619,10476,1.3605194805194805,21.970399999999998,14.205,7.765399999999998,5.707672775868651
30,Male,67.9,1.75,180,168,67,1.25,1155,Yoga,29.1,3.1,2,1,22.17,22.171428571428574,2310,9240,1.2,19.758900000000004,10.185,9.573900000000004,7.978250000000004
29,Male,121.1,1.87,188,130,52,1.31,937,HIIT,24.1,3.2,4,2,34.63,34.63067288169521,3748,14992,1.947012987012987,29.185100000000002,18.165,11.020100000000003,5.660003335112061
48,Female,71.5,1.64,179,154,60,1.46,1012,Yoga,32.5,1.9,4,2,26.58,26.58387864366449,4048,16192,2.1028571428571428,23.2375,10.725,12.512500000000001,5.950237771739131
19,Male,98.6,1.7,197,162,74,0.83,740,Cardio,21.1,2.4,2,1,34.12,34.11764705882353,1480,5920,0.7688311688311689,20.8046,14.79,6.0146000000000015,7.823043918918921
52,Female,68.2,1.63,179,148,67,1.17,779,Strength,27.5,2.4,3,1,25.67,25.669012759230686,2337,9348,1.214025974025974,18.755000000000003,10.23,8.525000000000002,7.022090286692342
40,Female,57.7,1.69,184,156,53,1.18,920,HIIT,33.1,2.4,4,2,20.2,20.20237386646126,3680,14720,1.9116883116883117,19.0987,8.655,10.443700000000002,5.463076766304349
43,Female,73.0,1.59,191,158,67,1.31,931,Yoga,28.9,2.2,3,1,28.88,28.875440053795337,2793,11172,1.450909090909091,21.096999999999998,10.95,10.146999999999998,6.993546365914786
46,Female,52.0,1.65,165,147,63,0.7,463,Cardio,34.1,1.9,2,1,19.1,19.100091827364558,926,3704,0.48103896103896104,17.732000000000003,7.8,9.932000000000002,20.646976241900653
43,Female,42.2,1.65,162,148,59,1.33,886,Cardio,34.6,2.3,3,2,15.5,15.500459136822776,2658,10632,1.3807792207792209,14.601200000000002,6.33,8.271200000000002,5.990240782543267
43,Male,110.0,1.76,160,122,50,1.09,658,Yoga,22.0,3.4,3,1,35.51,35.51136363636364,1974,7896,1.0254545454545454,24.2,16.5,7.699999999999999,7.50886524822695
51,Female,66.2,1.58,164,129,65,0.86,499,HIIT,31.3,2.3,3,1,26.52,26.518186188110878,1497,5988,0.7776623376623376,20.7206,9.93,10.790600000000001,13.875688042752174
58,Male,58.6,1.66,172,161,60,1.21,964,HIIT,26.8,2.9,2,1,21.27,21.2657860357091,1928,7712,1.0015584415584415,15.7048,8.79,6.914800000000001,6.904040456431537
24,Male,51.0,1.67,178,133,72,0.97,710,Strength,21.3,2.8,3,1,18.29,18.286779733945284,2130,8520,1.1064935064935064,10.863,7.6499999999999995,3.213,2.903767605633803
21,Male,101.5,1.95,171,131,69,0.97,699,Yoga,27.9,3.1,3,1,26.69,26.692965154503618,2097,8388,1.0893506493506493,28.318499999999997,15.225,13.093499999999997,12.019545779685263
28,Male,114.2,1.87,184,166,55,1.05,959,Strength,20.2,3.2,3,2,32.66,32.65749663988103,2877,11508,1.4945454545454546,23.0684,17.13,5.9384000000000015,3.9733819951338205
46,Male,54.4,1.72,194,161,73,0.91,725,Cardio,24.8,2.9,2,1,18.39,18.388318009734995,1450,5800,0.7532467532467533,13.4912,8.16,5.331199999999999,7.077627586206895
53,Female,52.4,1.57,171,149,71,1.34,898,HIIT,28.3,2.2,3,2,21.26,21.258468903403788,2694,10776,1.3994805194805195,14.829200000000002,7.859999999999999,6.9692000000000025,4.979847809948034
53,Male,115.4,1.92,193,161,50,1.36,1084,Yoga,28.3,2.2,4,2,31.3,31.304253472222225,4336,17344,2.2524675324675325,32.65820000000001,17.31,15.34820000000001,6.81394949261993
27,Male,71.2,1.97,181,151,73,0.74,615,HIIT,25.9,3.6,3,1,18.35,18.34625988817027,1845,7380,0.9584415584415584,18.440800000000003,10.68,7.760800000000003,8.097311653116535
54,Female,78.1,1.6,198,145,73,1.1,718,Yoga,32.9,2.4,4,2,30.51,30.507812499999993,2872,11488,1.491948051948052,25.694899999999993,11.714999999999998,13.979899999999995,9.370232416434538
26,Female,54.2,1.65,172,120,58,1.07,642,Cardio,34.9,1.9,4,2,19.91,19.908172635445364,2568,10272,1.3340259740259741,18.9158,8.13,10.7858,8.08514992211838
41,Female,77.6,1.76,162,161,71,1.27,920,Strength,31.8,2.2,4,2,25.05,25.051652892561982,3680,14720,1.9116883116883117,24.6768,11.639999999999999,13.036800000000001,6.819521739130436
52,Female,44.1,1.62,179,121,61,1.41,768,HIIT,34.8,1.6,3,1,16.8,16.80384087791495,2304,9216,1.1968831168831169,15.3468,6.615,8.7318,7.29544921875
53,Female,47.8,1.76,164,149,74,1.06,711,HIIT,28.4,1.5,4,2,15.43,15.43130165289256,2844,11376,1.4774025974025975,13.575199999999999,7.169999999999999,6.4052,4.335446554149085
35,Male,102.5,1.94,183,158,64,0.84,730,Cardio,21.1,2.4,2,1,27.23,27.234562652779257,1460,5840,0.7584415584415585,21.6275,15.375,6.252500000000001,8.243878424657536
56,Male,118.0,1.9,199,126,68,0.66,412,HIIT,22.6,3.2,2,1,32.69,32.686980609418285,824,3296,0.4280519480519481,26.668,17.7,8.968,20.950728155339803
49,Male,82.3,1.84,192,146,71,1.29,932,Strength,28.4,3.4,4,2,24.31,24.30883742911153,3728,14912,1.9366233766233767,23.373199999999997,12.344999999999999,11.028199999999998,5.694550697424892
40,Male,60.2,1.88,183,141,61,1.22,946,Cardio,25.2,3.0,3,2,17.03,17.032593933906746,2838,11352,1.4742857142857142,15.1704,9.03,6.140400000000001,4.165000000000001
49,Female,49.2,1.54,179,153,63,1.28,881,HIIT,30.7,2.1,3,2,20.75,20.74548827795581,2643,10572,1.372987012987013,15.1044,7.38,7.7244,5.6259818388195235
54,Female,46.6,1.5,175,165,58,1.38,1025,Strength,30.6,2.0,2,1,20.71,20.711111111111112,2050,8200,1.0649350649350648,14.2596,6.99,7.2696000000000005,6.826331707317074
29,Female,68.7,1.72,171,168,62,1.08,907,Cardio,29.8,1.7,4,2,23.22,23.222011898323423,3628,14512,1.8846753246753247,20.4726,10.305,10.1676,5.394881477398015
30,Female,60.6,1.55,172,120,52,1.3,780,Strength,32.9,1.6,3,2,25.22,25.223725286160246,2340,9360,1.2155844155844155,19.937399999999997,9.09,10.847399999999997,8.923608974358972
40,Male,52.1,1.61,198,128,70,0.87,612,HIIT,21.3,3.3,2,1,20.1,20.099533197021717,1224,4896,0.6358441558441559,11.0973,7.8149999999999995,3.282300000000001,5.162113970588237
52,Male,65.5,1.74,191,138,70,1.48,1011,Strength,26.2,2.8,4,2,21.63,21.63429779363192,4044,16176,2.100779220779221,17.161,9.825,7.336000000000002,3.492037586547973
58,Female,44.2,1.57,183,155,59,1.08,753,HIIT,31.9,2.3,3,1,17.93,17.93176193760396,2259,9036,1.1735064935064936,14.099800000000002,6.63,7.469800000000002,6.365367419212042
47,Male,89.1,1.84,168,159,65,1.44,1133,Yoga,24.0,3.6,3,2,26.32,26.317344045368618,3399,13596,1.7657142857142858,21.383999999999997,13.364999999999998,8.018999999999998,4.541504854368931
34,Male,65.9,1.62,199,164,56,0.81,731,Yoga,28.8,2.2,2,1,25.11,25.110501447950003,1462,5848,0.7594805194805195,18.979200000000002,9.885,9.094200000000003,11.974237346101233
37,Female,55.6,1.57,182,123,53,0.97,597,Cardio,29.2,2.4,2,1,22.56,22.5566960120086,1194,4776,0.6202597402597403,16.2352,8.34,7.895199999999999,12.728860971524286
42,Male,63.7,1.98,172,128,69,1.37,868,Yoga,24.0,3.0,2,1,16.25,16.248342005917763,1736,6944,0.9018181818181819,15.288,9.555,5.7330000000000005,6.357157258064516
53,Female,68.1,1.55,164,131,65,1.41,831,HIIT,26.1,2.2,4,2,28.35,28.345473465140472,3324,13296,1.7267532467532467,17.7741,10.214999999999998,7.559100000000003,4.377637635379063
29,Female,60.0,1.62,181,161,69,0.85,684,Strength,28.1,1.9,2,1,22.86,22.86236854138088,1368,5472,0.7106493506493506,16.860000000000003,9.0,7.860000000000003,11.060307017543863
58,Female,74.8,1.69,175,162,53,1.28,933,Strength,32.8,2.3,4,2,26.19,26.189559189104024,3732,14928,1.9387012987012986,24.534399999999994,11.219999999999999,13.314399999999996,6.867690246516611
36,Male,90.3,1.65,169,158,71,1.38,1199,Cardio,23.7,3.4,4,2,33.17,33.16804407713499,4796,19184,2.4914285714285715,21.4011,13.545,7.8561,3.1532511467889903
26,Male,73.7,1.66,177,125,72,0.93,639,Yoga,26.7,2.2,2,1,26.75,26.745536362316738,1278,5112,0.6638961038961039,19.6779,11.055,8.622900000000001,12.988327464788735
24,Female,67.7,1.56,177,138,66,1.42,980,HIIT,27.0,2.1,3,2,27.82,27.81886916502301,2940,11760,1.5272727272727273,18.279000000000003,10.155,8.124000000000004,5.319285714285717
45,Male,78.3,1.96,166,167,62,1.29,1066,Cardio,29.0,2.2,3,1,20.38,20.382132444814662,3198,12792,1.6612987012987013,22.706999999999997,11.745,10.961999999999998,6.598452157598498
31,Female,48.2,1.65,163,166,60,1.1,913,Cardio,26.1,2.5,2,1,17.7,17.704315886134072,1826,7304,0.9485714285714286,12.580200000000001,7.23,5.350200000000001,5.64027108433735
48,Female,56.8,1.51,185,126,52,1.37,777,HIIT,32.1,2.1,4,2,24.91,24.911188105784834,3108,12432,1.6145454545454545,18.2328,8.52,9.712800000000001,6.0158108108108115
36,Male,112.4,1.63,164,135,58,1.02,757,Cardio,25.0,3.4,4,2,42.3,42.304941849523885,3028,12112,1.572987012987013,28.1,16.86,11.240000000000002,7.145640686922063
33,Female,59.0,1.67,175,124,55,0.9,558,Cardio,33.7,1.9,3,1,21.16,21.15529420201513,1674,6696,0.8696103896103896,19.883000000000003,8.85,11.033000000000003,12.687290919952213
22,Male,98.4,1.88,194,135,71,0.52,386,Cardio,21.3,2.2,2,1,27.84,27.840651878678138,772,3088,0.40103896103896103,20.9592,14.76,6.199199999999999,15.457849740932641
52,Male,66.5,1.6,185,120,70,1.34,796,HIIT,26.8,2.1,4,2,25.98,25.976562499999996,3184,12736,1.654025974025974,17.822000000000003,9.975,7.847000000000003,4.74418184673367
29,Male,106.5,1.81,177,156,60,1.29,1107,Cardio,25.7,2.5,4,2,32.51,32.508165196422574,4428,17712,2.3002597402597402,27.3705,15.975,11.3955,4.954005758807588
53,Female,53.3,1.74,173,156,54,1.37,962,Strength,32.2,1.8,3,2,17.6,17.60470339542872,2886,11544,1.4992207792207792,17.1626,7.994999999999999,9.167600000000002,6.114909909909911
33,Female,74.2,1.76,192,145,66,1.15,834,Strength,25.9,1.5,4,2,23.95,23.954028925619838,3336,13344,1.732987012987013,19.2178,11.13,8.0878,4.66697092326139
56,Male,84.6,1.63,184,141,52,1.01,705,HIIT,20.2,2.9,4,2,31.84,31.84161993300463,2820,11280,1.464935064935065,17.089199999999998,12.69,4.399199999999999,3.002999999999999
59,Male,78.0,1.92,180,127,53,0.72,453,Cardio,28.1,2.7,3,1,21.16,21.158854166666668,1359,5436,0.7059740259740259,21.918000000000003,11.7,10.218000000000004,14.473620309050778
22,Female,78.7,1.52,173,166,74,1.45,1204,Strength,31.5,2.3,3,2,34.06,34.06336565096953,3612,14448,1.8763636363636365,24.7905,11.805,12.985500000000002,6.920566860465117
52,Female,65.9,1.52,188,139,53,1.27,794,Cardio,27.0,2.3,4,2,28.52,28.523199445983384,3176,12704,1.64987012987013,17.793000000000003,9.885,7.908000000000003,4.79310453400504
40,Male,76.9,1.92,179,137,68,1.13,851,Yoga,22.4,3.7,4,2,20.86,20.860460069444446,3404,13616,1.7683116883116883,17.2256,11.535,5.6906,3.2180978260869564
28,Female,62.4,1.6,178,129,62,1.1,710,Strength,34.1,1.7,3,2,24.37,24.374999999999996,2130,8520,1.1064935064935064,21.2784,9.36,11.918400000000002,10.771323943661974
35,Male,63.7,1.74,198,143,71,1.03,810,HIIT,29.8,2.7,4,2,21.04,21.039767472585545,3240,12960,1.683116883116883,18.9826,9.555,9.427600000000002,5.601274691358026
29,Female,54.9,1.52,172,123,72,1.48,910,Strength,27.0,2.0,3,1,23.76,23.762119113573405,2730,10920,1.4181818181818182,14.823,8.235,6.588000000000001,4.645384615384616
26,Male,76.4,1.79,177,156,73,1.17,1004,Strength,21.3,2.7,3,2,23.84,23.844449299335228,3012,12048,1.5646753246753247,16.2732,11.46,4.813199999999998,3.0761653386454175
27,Male,106.4,1.86,182,123,50,1.34,907,Cardio,20.6,3.1,2,1,30.76,30.755000578101512,1814,7256,0.9423376623376624,21.918400000000002,15.96,5.958400000000001,6.322998897464169
34,Female,68.4,1.5,192,132,61,1.37,904,Cardio,33.7,2.1,4,2,30.4,30.400000000000002,3616,14464,1.8784415584415584,23.050800000000002,10.26,12.790800000000003,6.8092616150442495
55,Male,63.5,1.86,198,144,53,1.36,969,Strength,22.9,2.9,4,2,18.35,18.35472308937449,3876,15504,2.0135064935064935,14.5415,9.525,5.016499999999999,2.4914247936016505
24,Female,59.4,1.5,199,132,60,1.25,825,Yoga,25.0,2.0,3,2,26.4,26.4,2475,9900,1.2857142857142858,14.85,8.91,5.9399999999999995,4.619999999999999
30,Male,113.4,1.91,177,137,54,1.27,957,HIIT,22.2,3.7,3,1,31.08,31.0846742139744,2871,11484,1.4914285714285713,25.1748,17.01,8.1648,5.47448275862069
57,Female,61.9,1.52,168,143,51,0.92,592,HIIT,28.4,2.6,3,1,26.79,26.791897506925206,1776,7104,0.9225974025974026,17.5796,9.285,8.294599999999999,8.990487049549548
59,Female,70.7,1.68,192,121,66,1.17,637,Cardio,34.9,1.9,3,2,25.05,25.04960317460318,1911,7644,0.9927272727272727,24.6743,10.605,14.069299999999998,14.172371794871793
26,Male,111.5,1.9,191,167,57,1.02,937,Yoga,25.2,2.2,2,1,30.89,30.886426592797786,1874,7496,0.9735064935064935,28.098,16.724999999999998,11.373000000000001,11.682510672358593
44,Female,72.1,1.66,176,152,55,1.4,958,Strength,27.0,2.5,2,1,26.16,26.1649005661199,1916,7664,0.9953246753246753,19.467,10.815,8.652,8.692640918580375
19,Male,56.9,1.87,178,138,70,0.61,463,Cardio,23.3,3.7,3,1,16.27,16.27155480568503,1389,5556,0.7215584415584415,13.2577,8.535,4.7227,6.545138588912887
46,Male,59.4,1.68,165,147,62,1.16,844,Strength,20.2,2.5,4,2,21.05,21.045918367346943,3376,13504,1.7537662337662339,11.9988,8.91,3.088799999999999,1.7612381516587672
54,Female,75.6,1.72,194,154,60,0.97,672,Cardio,26.4,1.9,3,1,25.55,25.554353704705246,2016,8064,1.0472727272727274,19.9584,11.339999999999998,8.618400000000003,8.229375000000003
55,Female,76.3,1.73,196,158,65,1.08,768,Yoga,32.0,2.6,3,1,25.49,25.493668348424602,2304,9216,1.1968831168831169,24.416,11.444999999999999,12.971000000000002,10.837315538194446
36,Male,95.8,1.86,193,129,65,1.37,972,HIIT,21.2,3.2,3,1,27.69,27.69106255058388,2916,11664,1.5148051948051948,20.3096,14.37,5.9396,3.9210322359396437
25,Male,120.6,1.83,179,120,51,1.04,686,Cardio,22.3,2.5,3,2,36.01,36.0118247782854,2058,8232,1.069090909090909,26.8938,18.09,8.803799999999999,8.23484693877551
18,Female,65.3,1.55,184,161,59,1.42,1143,Yoga,28.5,2.2,3,2,27.18,27.180020811654522,3429,13716,1.7812987012987014,18.6105,9.795,8.815499999999998,4.948917322834644
39,Male,85.3,1.89,163,140,61,0.77,593,Strength,27.6,3.6,2,1,23.88,23.879510651997425,1186,4744,0.6161038961038962,23.5428,12.795,10.7478,17.444784991568294
34,Male,68.0,1.68,169,128,57,0.67,472,Cardio,25.8,3.4,2,1,24.09,24.092970521541954,944,3776,0.4903896103896104,17.544,10.2,7.344000000000001,14.975847457627122
24,Female,52.6,1.57,169,166,60,1.29,1071,HIIT,31.9,2.4,2,1,21.34,21.33960809769159,2142,8568,1.1127272727272728,16.7794,7.89,8.889399999999998,7.988839869281044
42,Male,63.3,1.77,183,134,59,1.32,876,HIIT,25.7,3.3,3,2,20.2,20.204921957291962,2628,10512,1.3651948051948053,16.2681,9.495,6.773100000000001,4.96126997716895
21,Female,76.3,1.65,180,154,62,1.14,878,Strength,31.8,1.7,3,2,28.03,28.0257116620753,2634,10536,1.3683116883116884,24.2634,11.444999999999999,12.818400000000002,9.368041002277906
23,Female,67.8,1.61,186,160,66,1.34,1072,HIIT,34.3,1.8,2,1,26.16,26.156398287103116,2144,8576,1.1137662337662337,23.255399999999998,10.17,13.085399999999998,11.748784981343283
48,Male,114.9,1.86,175,141,56,1.36,949,Cardio,21.1,3.6,3,1,33.21,33.21193201526188,2847,11388,1.478961038961039,24.243900000000004,17.235,7.008900000000004,4.739070073761857
56,Female,67.7,1.58,189,142,52,1.45,927,Strength,32.7,1.9,2,1,27.12,27.11905143406505,1854,7416,0.9631168831168831,22.137900000000002,10.155,11.982900000000003,12.441792071197414
44,Male,124.8,1.85,175,126,69,1.35,842,Strength,24.4,3.5,4,2,36.46,36.46457268078889,3368,13472,1.7496103896103896,30.4512,18.72,11.731200000000001,6.705035629453683
27,Female,53.0,1.58,166,142,62,1.26,895,Cardio,34.5,1.8,4,2,21.23,21.230572023714146,3580,14320,1.8597402597402597,18.285,7.949999999999999,10.335,5.557227653631285
43,Male,61.2,1.88,175,163,68,1.03,831,Yoga,24.7,2.9,3,1,17.32,17.315527387958355,2493,9972,1.295064935064935,15.1164,9.18,5.936400000000001,4.583862815884477
